net,length_um
_04482_,7.82µm
net167,7.82µm
net1551,7.82µm
net1663,7.82µm
net1705,7.82µm
net1904,7.82µm
net2011,7.82µm
_00245_,7.815µm
mem_rdata[1],7.81µm
_01150_,7.805µm
_02231_,7.8µm
_02980_,7.8µm
_03449_,7.8µm
_04242_,7.8µm
reg_out\[17\],7.8µm
net1369,7.8µm
net2085,7.8µm
_01703_,7.79µm
mem_wdata[19],7.79µm
mem_wdata[26],7.79µm
mem_wdata[27],7.79µm
_02012_,7.78µm
_02065_,7.78µm
_03026_,7.78µm
_03096_,7.78µm
_03772_,7.78µm
_01040_,7.765µm
_00737_,7.76µm
_02571_,7.76µm
_03534_,7.76µm
net1350,7.76µm
net1823,7.76µm
_03107_,7.74µm
_03946_,7.74µm
net148,7.74µm
_04362_,7.72µm
_04384_,7.72µm
_04547_,7.72µm
_00592_,7.705µm
_00601_,7.7µm
net1749,7.7µm
_01957_,7.68µm
_02252_,7.68µm
_02764_,7.68µm
_03525_,7.68µm
_04248_,7.68µm
_04292_,7.68µm
_04782_,7.68µm
net1518,7.68µm
net2146,7.68µm
net2183,7.68µm
_01963_,7.66µm
_02260_,7.66µm
_04251_,7.66µm
net1143,7.66µm
_01881_,7.64µm
_02884_,7.64µm
_03154_,7.64µm
_04475_,7.64µm
net2131,7.64µm
_04893_,7.625µm
_03536_,7.62µm
_03846_,7.62µm
_00228_,7.605µm
_00402_,7.605µm
_00853_,7.605µm
_01039_,7.605µm
_01272_,7.605µm
_01375_,7.605µm
_01505_,7.605µm
_01800_,7.6µm
_01924_,7.6µm
_03216_,7.6µm
_03474_,7.6µm
_04168_,7.6µm
_04340_,7.6µm
_04421_,7.6µm
_04427_,7.6µm
net1377,7.6µm
net1921,7.6µm
mem_la_wdata[17],7.59µm
_00288_,7.58µm
_04561_,7.58µm
pcpi_rs1[3],7.58µm
net2265,7.58µm
_02201_,7.56µm
_02309_,7.56µm
_02518_,7.56µm
_02978_,7.56µm
_03353_,7.56µm
_03493_,7.56µm
_03987_,7.56µm
_04569_,7.56µm
net1122,7.56µm
net2298,7.56µm
_01813_,7.54µm
_02083_,7.54µm
_03265_,7.54µm
_00480_,7.535µm
_00455_,7.525µm
_01670_,7.52µm
_02846_,7.52µm
_04034_,7.52µm
_04456_,7.52µm
_04582_,7.52µm
net1176,7.52µm
net1236,7.52µm
net1299,7.52µm
net1328,7.52µm
net1550,7.52µm
net1573,7.52µm
net2301,7.52µm
_00026_,7.485µm
_00193_,7.485µm
_01069_,7.485µm
_01594_,7.48µm
_02323_,7.48µm
_03311_,7.48µm
_03361_,7.48µm
_04545_,7.48µm
_04670_,7.48µm
_00237_,7.475µm
_01215_,7.465µm
reg_out\[20\],7.46µm
net1547,7.46µm
net1740,7.46µm
net1867,7.46µm
_02468_,7.44µm
_03415_,7.44µm
_04335_,7.44µm
_04338_,7.44µm
net1180,7.44µm
_04266_,7.425µm
_00957_,7.42µm
_01329_,7.42µm
_02003_,7.42µm
_02925_,7.42µm
_03052_,7.42µm
_03342_,7.42µm
_04654_,7.42µm
net1403,7.42µm
net1477,7.42µm
net2020,7.42µm
net2081,7.42µm
net2091,7.42µm
net2334,7.42µm
_01770_,7.4µm
_04073_,7.4µm
net1344,7.4µm
net2168,7.4µm
_00675_,7.385µm
_01181_,7.385µm
_01496_,7.385µm
_02944_,7.38µm
_03108_,7.38µm
_03500_,7.38µm
_03922_,7.38µm
_04497_,7.38µm
net1319,7.38µm
_01248_,7.365µm
_01776_,7.36µm
_03350_,7.36µm
net1252,7.36µm
net1523,7.36µm
net1714,7.36µm
net2042,7.36µm
net2193,7.36µm
net2228,7.36µm
mem_wstrb[0],7.35µm
_00428_,7.345µm
_01586_,7.34µm
_03394_,7.34µm
_04050_,7.34µm
_00464_,7.325µm
_03807_,7.32µm
net1851,7.32µm
_00499_,7.305µm
_00546_,7.305µm
_00783_,7.305µm
_01364_,7.305µm
_01397_,7.305µm
_01416_,7.305µm
_04886_,7.305µm
_04037_,7.3µm
net1535,7.3µm
net2063,7.3µm
_00731_,7.285µm
_00870_,7.285µm
_01481_,7.285µm
_03459_,7.28µm
_01545_,7.26µm
_04385_,7.26µm
_00130_,7.255µm
mem_la_wdata[19],7.25µm
_03023_,7.245µm
_01575_,7.24µm
_04539_,7.24µm
_04812_,7.24µm
net1340,7.24µm
mem_rdata[9],7.23µm
_00806_,7.22µm
_01827_,7.22µm
_04379_,7.22µm
net1755,7.22µm
net2335,7.22µm
_00404_,7.215µm
_02473_,7.2µm
net35,7.2µm
_01803_,7.18µm
_01962_,7.18µm
_02196_,7.18µm
_02285_,7.18µm
_02355_,7.18µm
_02434_,7.18µm
_02531_,7.18µm
_03104_,7.18µm
_03223_,7.18µm
_03886_,7.18µm
_04216_,7.18µm
_04559_,7.18µm
net1109,7.18µm
_00215_,7.165µm
_00326_,7.165µm
_00906_,7.165µm
_00949_,7.165µm
_01190_,7.165µm
_01256_,7.165µm
_00054_,7.145µm
_00188_,7.145µm
_00255_,7.145µm
_00374_,7.145µm
_00430_,7.145µm
_00449_,7.145µm
_00895_,7.145µm
_00982_,7.145µm
_02530_,7.14µm
_04365_,7.14µm
_02377_,7.12µm
_02676_,7.12µm
_02991_,7.12µm
_03249_,7.12µm
mem_wdata[18],7.11µm
_00585_,7.105µm
_01527_,7.105µm
_02586_,7.1µm
_02763_,7.1µm
_04631_,7.1µm
reg_out\[7\],7.1µm
net1111,7.1µm
net1162,7.1µm
net1391,7.1µm
net1987,7.1µm
net2261,7.1µm
net2379,7.1µm
_00111_,7.085µm
_00847_,7.08µm
_03381_,7.08µm
_01691_,7.06µm
_01755_,7.06µm
_02182_,7.06µm
_02266_,7.06µm
_02933_,7.06µm
_03123_,7.06µm
_03136_,7.06µm
_03138_,7.06µm
_04180_,7.06µm
_04481_,7.06µm
_04488_,7.06µm
_04593_,7.06µm
_04864_,7.06µm
cpu_state\[3\],7.06µm
instr_jal,7.06µm
instr_sub,7.06µm
net1490,7.06µm
net1719,7.06µm
net1741,7.06µm
net2347,7.06µm
_00143_,7.045µm
_00230_,7.045µm
_00077_,7.025µm
_01483_,7.02µm
_02975_,7µm
_03582_,7µm
net1967,7µm
net2115,7µm
net2264,7µm
_00950_,6.985µm
_02387_,6.98µm
_03335_,6.98µm
_03768_,6.98µm
_04465_,6.98µm
_04695_,6.98µm
net1214,6.98µm
net1960,6.98µm
_00265_,6.96µm
_00306_,6.96µm
_00936_,6.96µm
_02493_,6.96µm
_03049_,6.96µm
net1239,6.96µm
net1478,6.96µm
net2108,6.96µm
net2181,6.96µm
_00616_,6.945µm
_01017_,6.945µm
_02823_,6.94µm
reg_out\[9\],6.94µm
net1199,6.94µm
_03042_,6.93µm
_00558_,6.925µm
_02540_,6.92µm
_03331_,6.92µm
_04528_,6.92µm
net1994,6.92µm
net2179,6.92µm
net1012,6.91µm
mem_wdata[9],6.91µm
pcpi_rs2[21],6.91µm
pcpi_rs2[8],6.91µm
_01997_,6.9µm
_02437_,6.9µm
_03313_,6.9µm
_04245_,6.9µm
net1452,6.9µm
net1695,6.9µm
net2067,6.9µm
pcpi_rs1[0],6.89µm
_00197_,6.885µm
_02445_,6.88µm
_02816_,6.88µm
_03597_,6.88µm
_01690_,6.86µm
_02526_,6.86µm
_03978_,6.86µm
_04817_,6.86µm
net139,6.86µm
net1614,6.86µm
net2000,6.86µm
_00622_,6.845µm
_01090_,6.845µm
_01488_,6.845µm
_04648_,6.84µm
alu_out_q\[27\],6.84µm
net1764,6.84µm
_04430_,6.83µm
_00334_,6.825µm
_00512_,6.825µm
_00898_,6.825µm
_01064_,6.825µm
_01182_,6.825µm
_01360_,6.825µm
_01444_,6.825µm
_02603_,6.82µm
_02864_,6.82µm
cpu_state\[2\],6.82µm
_02710_,6.8µm
_02379_,6.78µm
_02510_,6.78µm
mem_rdata[19],6.77µm
mem_rdata[26],6.77µm
_01319_,6.765µm
_00002_,6.76µm
_01846_,6.76µm
_01985_,6.76µm
_02393_,6.76µm
_03048_,6.76µm
_03179_,6.76µm
_03970_,6.76µm
_04101_,6.76µm
_04557_,6.76µm
decoded_rd\[3\],6.76µm
net2226,6.76µm
_00134_,6.745µm
_00223_,6.745µm
_03815_,6.745µm
_02046_,6.74µm
_03142_,6.74µm
_00837_,6.72µm
_01616_,6.72µm
_02439_,6.72µm
_02724_,6.72µm
_02769_,6.72µm
_03122_,6.72µm
_03659_,6.72µm
_04544_,6.72µm
_04862_,6.72µm
net1899,6.72µm
net2039,6.72µm
_00118_,6.705µm
_00207_,6.705µm
_00323_,6.705µm
_00405_,6.705µm
_00772_,6.705µm
_00919_,6.705µm
_00045_,6.695µm
_00218_,6.695µm
_01008_,6.695µm
pcpi_rs1[30],6.69µm
_00244_,6.685µm
_01016_,6.685µm
_01021_,6.685µm
_01159_,6.685µm
_01356_,6.685µm
_01480_,6.685µm
_01495_,6.685µm
_00907_,6.675µm
_01028_,6.665µm
_01694_,6.66µm
_01737_,6.66µm
net2248,6.66µm
_00168_,6.645µm
_00361_,6.645µm
_00538_,6.645µm
_00933_,6.645µm
_01073_,6.645µm
_01085_,6.645µm
_01204_,6.645µm
_01278_,6.645µm
_01300_,6.645µm
_01334_,6.645µm
_01365_,6.645µm
_01401_,6.645µm
_01982_,6.64µm
_02020_,6.64µm
_02237_,6.64µm
_02639_,6.64µm
_03365_,6.64µm
_03694_,6.64µm
_03790_,6.64µm
_03905_,6.64µm
_04089_,6.64µm
reg_out\[26\],6.64µm
net1209,6.64µm
net1381,6.64µm
net1690,6.64µm
net2245,6.64µm
_00829_,6.62µm
_01952_,6.62µm
_02932_,6.62µm
_02113_,6.6µm
_02458_,6.6µm
_02840_,6.6µm
_03341_,6.6µm
_03865_,6.6µm
_03869_,6.6µm
_04046_,6.6µm
_04212_,6.6µm
_04328_,6.6µm
_04452_,6.6µm
_04820_,6.6µm
net1169,6.6µm
net1510,6.6µm
net1798,6.6µm
net2308,6.6µm
_00268_,6.595µm
_00680_,6.595µm
_02232_,6.58µm
_02594_,6.58µm
_04256_,6.58µm
_03514_,6.57µm
mem_la_wdata[11],6.57µm
mem_la_wdata[24],6.57µm
_01676_,6.56µm
mem_rdata[17],6.55µm
_00719_,6.545µm
_01550_,6.54µm
_02332_,6.54µm
_03081_,6.54µm
net1278,6.54µm
net1331,6.54µm
net1471,6.54µm
net1788,6.54µm
net2076,6.54µm
net2102,6.54µm
net2148,6.54µm
net2230,6.54µm
_00825_,6.525µm
_01066_,6.525µm
net1121,6.52µm
net1165,6.52µm
net1697,6.52µm
_02999_,6.5µm
_03102_,6.5µm
_03124_,6.5µm
_03547_,6.5µm
_04477_,6.5µm
reg_out\[18\],6.5µm
net1258,6.5µm
net1346,6.5µm
net1435,6.5µm
net1522,6.5µm
net1970,6.5µm
_04512_,6.49µm
_00527_,6.485µm
_00713_,6.485µm
_02539_,6.48µm
_03616_,6.48µm
_03680_,6.48µm
reg_next_pc\[26\],6.48µm
net1216,6.48µm
net1420,6.48µm
_00887_,6.475µm
_01426_,6.475µm
_00056_,6.465µm
_00941_,6.465µm
_01032_,6.465µm
_04522_,6.46µm
net1725,6.46µm
net1983,6.46µm
_01156_,6.445µm
_03496_,6.44µm
_03761_,6.44µm
_04630_,6.44µm
net1579,6.44µm
net1824,6.44µm
net2175,6.44µm
net2206,6.44µm
net1019,6.43µm
net1031,6.43µm
mem_la_wdata[29],6.43µm
mem_rdata[14],6.43µm
mem_rdata[20],6.43µm
mem_rdata[29],6.43µm
mem_rdata[31],6.43µm
mem_wdata[14],6.43µm
net1061,6.43µm
net1049,6.43µm
pcpi_rs2[18],6.43µm
net1083,6.43µm
net1088,6.43µm
_00700_,6.425µm
_01399_,6.425µm
_00247_,6.42µm
_00581_,6.42µm
_02261_,6.42µm
_02892_,6.42µm
_03151_,6.42µm
_03182_,6.42µm
reg_out\[8\],6.42µm
net1424,6.42µm
_02056_,6.4µm
_02986_,6.4µm
_03715_,6.4µm
_04155_,6.4µm
net160,6.4µm
net162,6.4µm
net1612,6.4µm
_03125_,6.38µm
instr_auipc,6.38µm
_00004_,6.365µm
_00066_,6.365µm
_00081_,6.365µm
_00213_,6.365µm
_00229_,6.365µm
_00355_,6.365µm
_00379_,6.365µm
_00394_,6.365µm
_00410_,6.365µm
_00536_,6.365µm
_00577_,6.365µm
_00619_,6.365µm
_00633_,6.365µm
_00764_,6.365µm
_00877_,6.365µm
_00976_,6.365µm
_01068_,6.365µm
_01178_,6.365µm
_01183_,6.365µm
_01191_,6.365µm
_01196_,6.365µm
_01266_,6.365µm
_01268_,6.365µm
_01280_,6.365µm
_01288_,6.365µm
_01313_,6.365µm
_01377_,6.365µm
_01390_,6.365µm
_01427_,6.365µm
_01504_,6.365µm
_02291_,6.36µm
net152,6.36µm
net2220,6.36µm
_00208_,6.355µm
_00482_,6.355µm
_00441_,6.325µm
_01544_,6.32µm
_01913_,6.32µm
_02374_,6.32µm
_02471_,6.32µm
_04188_,6.32µm
net2029,6.32µm
_00574_,6.305µm
_01851_,6.3µm
_02299_,6.3µm
_02830_,6.3µm
_02968_,6.3µm
_03252_,6.3µm
_03288_,6.3µm
_03747_,6.3µm
_04051_,6.3µm
_04261_,6.3µm
_04348_,6.3µm
net1661,6.3µm
net1753,6.3µm
net2267,6.3µm
_01917_,6.28µm
_02002_,6.28µm
net149,6.28µm
net1460,6.28µm
_01225_,6.265µm
_01482_,6.265µm
_03997_,6.265µm
_00003_,6.26µm
_02014_,6.26µm
_02293_,6.26µm
_02353_,6.26µm
_02753_,6.26µm
_02916_,6.26µm
_03076_,6.26µm
_03356_,6.26µm
_03462_,6.26µm
_03628_,6.26µm
_03771_,6.26µm
_03798_,6.26µm
_04401_,6.26µm
net1629,6.26µm
net1708,6.26µm
net1933,6.26µm
net2035,6.26µm
net2080,6.26µm
net2180,6.26µm
_03345_,6.24µm
_03885_,6.24µm
mem_la_wdata[23],6.23µm
_00125_,6.225µm
_00142_,6.225µm
_00281_,6.225µm
_00304_,6.225µm
_00359_,6.225µm
_00476_,6.225µm
_00550_,6.225µm
_00571_,6.225µm
_00821_,6.225µm
_01043_,6.225µm
_01067_,6.225µm
_01177_,6.225µm
_01311_,6.225µm
_01321_,6.225µm
_01428_,6.225µm
_04900_,6.225µm
pcpi_rs1[1],6.21µm
_04688_,6.205µm
_01665_,6.2µm
_01914_,6.2µm
_02186_,6.2µm
_02262_,6.2µm
_02652_,6.2µm
_02818_,6.2µm
_03678_,6.2µm
_03960_,6.2µm
net2103,6.2µm
net2356,6.2µm
_00162_,6.185µm
_00220_,6.185µm
_00348_,6.185µm
_00439_,6.185µm
_00693_,6.185µm
_00894_,6.185µm
_01218_,6.185µm
_01233_,6.185µm
_01277_,6.185µm
_01911_,6.18µm
_01916_,6.18µm
_02622_,6.18µm
_02742_,6.18µm
_03033_,6.18µm
_04525_,6.18µm
_04660_,6.18µm
_04748_,6.18µm
reg_out\[4\],6.18µm
net1118,6.18µm
net1151,6.18µm
net1160,6.18µm
net1183,6.18µm
net1395,6.18µm
net1546,6.18µm
net1639,6.18µm
net1950,6.18µm
net2153,6.18µm
net2325,6.18µm
net2336,6.18µm
_03160_,6.16µm
_01835_,6.14µm
_01993_,6.14µm
_03920_,6.14µm
_04025_,6.14µm
_04565_,6.14µm
_04860_,6.14µm
mem_wordsize\[1\],6.14µm
reg_out\[12\],6.14µm
reg_out\[14\],6.14µm
net1325,6.14µm
net1367,6.14µm
net1574,6.14µm
net1693,6.14µm
net1845,6.14µm
net1905,6.14µm
_03743_,6.13µm
_02270_,6.12µm
_02614_,6.12µm
_00392_,6.105µm
_00758_,6.105µm
_00874_,6.105µm
net1018,6.09µm
mem_rdata[23],6.09µm
_01484_,6.08µm
_02397_,6.08µm
_03301_,6.08µm
_03468_,6.08µm
net1179,6.08µm
net1358,6.08µm
net1541,6.08µm
net1552,6.08µm
net1822,6.08µm
net1843,6.08µm
net2204,6.08µm
_02009_,6.06µm
_02222_,6.06µm
_03163_,6.06µm
_03326_,6.06µm
_03904_,6.06µm
_04164_,6.06µm
_04262_,6.06µm
net1164,6.06µm
net2062,6.06µm
_04601_,6.055µm
_01269_,6.04µm
_01491_,6.04µm
_02628_,6.04µm
_03103_,6.04µm
_03145_,6.04µm
_03210_,6.04µm
alu_out_q\[1\],6.04µm
net1294,6.04µm
net1570,6.04µm
net1638,6.04µm
net1746,6.04µm
net1792,6.04µm
net1935,6.04µm
_01674_,6.02µm
_02271_,6.02µm
_03690_,6.02µm
_04078_,6.02µm
net1545,6.02µm
net1926,6.02µm
_00846_,6.015µm
_01260_,6.015µm
_01281_,6.015µm
_00043_,6.005µm
_00180_,6.005µm
_00399_,6.005µm
_00511_,6.005µm
_00697_,6.005µm
_01413_,6.005µm
_01137_,5.985µm
_02350_,5.98µm
_02727_,5.98µm
_03661_,5.98µm
net1225,5.98µm
net1281,5.98µm
net1433,5.98µm
net1526,5.98µm
net1595,5.98µm
net1685,5.98µm
net1998,5.98µm
net2105,5.98µm
net1079,5.97µm
_00185_,5.965µm
_00204_,5.965µm
_00270_,5.965µm
_00385_,5.965µm
_00537_,5.965µm
_01065_,5.965µm
_01084_,5.965µm
_01252_,5.965µm
_04902_,5.965µm
net1745,5.96µm
net2207,5.96µm
net2239,5.96µm
net2242,5.96µm
net2282,5.96µm
net2283,5.96µm
net2303,5.96µm
net142,5.94µm
_03164_,5.92µm
_04490_,5.92µm
_04738_,5.92µm
net1811,5.92µm
_03382_,5.9µm
_03762_,5.9µm
_03928_,5.9µm
_00350_,5.895µm
_01292_,5.895µm
_01353_,5.895µm
_01539_,5.895µm
_00345_,5.885µm
mem_rdata[13],5.87µm
mem_rdata[28],5.87µm
_00596_,5.865µm
_00762_,5.865µm
_04597_,5.86µm
net2256,5.86µm
_00429_,5.845µm
_01398_,5.845µm
net1416,5.845µm
_00029_,5.84µm
_01122_,5.84µm
_01972_,5.84µm
_01974_,5.84µm
_02075_,5.84µm
_02292_,5.84µm
_02595_,5.84µm
_02681_,5.84µm
_02761_,5.84µm
_02779_,5.84µm
_03269_,5.84µm
_03465_,5.84µm
_03521_,5.84µm
_04215_,5.84µm
net1139,5.84µm
net1852,5.84µm
net1896,5.84µm
net2224,5.84µm
_01663_,5.82µm
_02425_,5.82µm
_02706_,5.82µm
_03247_,5.82µm
_03930_,5.82µm
_04056_,5.82µm
net1473,5.82µm
net1913,5.82µm
net2352,5.82µm
_02346_,5.81µm
_01474_,5.805µm
_02127_,5.8µm
_02327_,5.8µm
_02358_,5.8µm
_02847_,5.8µm
_02862_,5.8µm
_03684_,5.8µm
_04174_,5.8µm
net53,5.8µm
net1585,5.8µm
net2124,5.8µm
net2142,5.8µm
net2144,5.8µm
net2281,5.8µm
_00627_,5.785µm
_04822_,5.78µm
mem_wdata[28],5.77µm
_00020_,5.765µm
_00103_,5.765µm
_00108_,5.765µm
_00216_,5.765µm
_00234_,5.765µm
_00254_,5.765µm
_00830_,5.765µm
_01206_,5.765µm
_01301_,5.765µm
_01308_,5.765µm
_01381_,5.765µm
net1004,5.75µm
net1024,5.75µm
net1025,5.75µm
net1006,5.75µm
mem_la_wdata[10],5.75µm
mem_la_wdata[25],5.75µm
mem_rdata[24],5.75µm
mem_wdata[24],5.75µm
mem_wdata[29],5.75µm
net1052,5.75µm
net1054,5.75µm
net1066,5.75µm
net1043,5.75µm
pcpi_rs2[14],5.75µm
pcpi_rs2[17],5.75µm
net1087,5.75µm
net1082,5.75µm
_02388_,5.74µm
instr_beq,5.74µm
mem_wordsize\[0\],5.74µm
_00328_,5.725µm
_00343_,5.725µm
_00567_,5.725µm
_01290_,5.725µm
_01863_,5.72µm
_02199_,5.72µm
_02258_,5.72µm
_02349_,5.72µm
_02858_,5.72µm
_03228_,5.72µm
_03396_,5.72µm
_03673_,5.72µm
_03752_,5.72µm
_04024_,5.72µm
_04132_,5.72µm
net54,5.72µm
net65,5.72µm
net1345,5.72µm
net1694,5.72µm
net2315,5.72µm
_00266_,5.7µm
_01473_,5.7µm
_01872_,5.7µm
_02865_,5.7µm
_02322_,5.68µm
_02545_,5.68µm
_03390_,5.68µm
_03413_,5.68µm
_03433_,5.68µm
_03634_,5.68µm
_04286_,5.68µm
_04496_,5.68µm
_04503_,5.68µm
_04560_,5.68µm
_04635_,5.68µm
_04804_,5.68µm
net1135,5.68µm
net1800,5.68µm
_00154_,5.675µm
_00393_,5.675µm
mem_wstrb[2],5.65µm
_00058_,5.645µm
_00199_,5.645µm
_00240_,5.645µm
_00630_,5.645µm
_00917_,5.645µm
_01176_,5.635µm
_02045_,5.63µm
_01422_,5.625µm
_00530_,5.62µm
_03091_,5.62µm
_03773_,5.62µm
_04393_,5.62µm
_04718_,5.62µm
net1233,5.62µm
net1254,5.62µm
net1810,5.62µm
net1892,5.62µm
net2266,5.62µm
net2268,5.62µm
net2272,5.62µm
net2274,5.62µm
net2285,5.62µm
net2288,5.62µm
net2331,5.62µm
_00993_,5.605µm
_01036_,5.605µm
_01978_,5.6µm
_02404_,5.6µm
_03751_,5.6µm
_03911_,5.6µm
_04088_,5.6µm
_04228_,5.6µm
net1336,5.6µm
net1778,5.6µm
_02433_,5.58µm
_03079_,5.58µm
_03233_,5.58µm
_03532_,5.58µm
_03624_,5.58µm
_04159_,5.58µm
reg_out\[19\],5.58µm
net1625,5.58µm
net1658,5.58µm
net1680,5.58µm
net1939,5.58µm
net2017,5.58µm
net2037,5.58µm
net2038,5.58µm
net2101,5.58µm
_02496_,5.56µm
_02842_,5.56µm
_04196_,5.56µm
net39,5.56µm
_00178_,5.555µm
_01358_,5.555µm
_00042_,5.545µm
_00100_,5.545µm
_01167_,5.545µm
_01207_,5.545µm
_01316_,5.545µm
_01450_,5.545µm
mem_la_wstrb[0],5.53µm
mem_la_wstrb[1],5.53µm
mem_la_wstrb[3],5.53µm
pcpi_rs1[10],5.53µm
pcpi_rs2[20],5.53µm
_01237_,5.525µm
net1715,5.52µm
net1826,5.52µm
_01611_,5.515µm
_00044_,5.505µm
_00525_,5.505µm
_00740_,5.505µm
_00962_,5.505µm
_01060_,5.505µm
_01075_,5.505µm
_01194_,5.505µm
_01842_,5.5µm
_03146_,5.5µm
reg_out\[5\],5.5µm
net1146,5.5µm
net1928,5.5µm
net2324,5.5µm
_01769_,5.48µm
_02037_,5.48µm
_02702_,5.48µm
_04122_,5.48µm
_04725_,5.48µm
_00474_,5.475µm
_02783_,5.475µm
_04307_,5.475µm
_01811_,5.46µm
_02347_,5.46µm
_03006_,5.46µm
_03060_,5.46µm
_03371_,5.46µm
_04386_,5.46µm
net1364,5.46µm
net1428,5.46µm
net1723,5.46µm
net2079,5.46µm
net2177,5.46µm
net2302,5.46µm
_03397_,5.45µm
_00614_,5.445µm
_01515_,5.445µm
_01907_,5.44µm
_00788_,5.435µm
_00797_,5.435µm
_00799_,5.435µm
_01327_,5.435µm
_00880_,5.425µm
_01054_,5.425µm
mem_rdata[2],5.41µm
_00503_,5.405µm
_01331_,5.405µm
_01854_,5.4µm
_01977_,5.4µm
_02807_,5.4µm
_02987_,5.4µm
_04000_,5.4µm
_04368_,5.4µm
_04520_,5.4µm
_00462_,5.385µm
_00080_,5.38µm
_01588_,5.38µm
_01940_,5.38µm
_01994_,5.38µm
_02228_,5.38µm
_02319_,5.38µm
_02348_,5.38µm
_02790_,5.38µm
_02950_,5.38µm
_03851_,5.38µm
_04733_,5.38µm
net1128,5.38µm
_01020_,5.365µm
_01683_,5.36µm
_02345_,5.36µm
_03537_,5.36µm
_03806_,5.36µm
reg_out\[25\],5.36µm
_00321_,5.355µm
_00686_,5.355µm
_01026_,5.355µm
_00191_,5.345µm
_00597_,5.345µm
_00609_,5.345µm
_00886_,5.345µm
_00910_,5.345µm
_01906_,5.34µm
_02128_,5.34µm
_02218_,5.34µm
_02311_,5.34µm
_02328_,5.34µm
_02452_,5.34µm
_02825_,5.34µm
_03158_,5.34µm
_03192_,5.34µm
_03389_,5.34µm
_03688_,5.34µm
_04195_,5.34µm
_04223_,5.34µm
_04549_,5.34µm
_04628_,5.34µm
_04814_,5.34µm
_04829_,5.34µm
_04831_,5.34µm
decoded_rd\[1\],5.34µm
net1818,5.34µm
net1942,5.34µm
net2024,5.34µm
net2236,5.34µm
_00458_,5.315µm
_01449_,5.315µm
_00250_,5.305µm
_00346_,5.305µm
_00450_,5.305µm
_00508_,5.305µm
_00535_,5.305µm
_00561_,5.305µm
_00639_,5.305µm
_00660_,5.305µm
_00688_,5.305µm
_00699_,5.305µm
_00882_,5.305µm
_00944_,5.305µm
_00996_,5.305µm
_01012_,5.305µm
_01074_,5.305µm
_01161_,5.305µm
_01220_,5.305µm
_01406_,5.305µm
_01486_,5.305µm
net1382,5.3µm
net1078,5.29µm
_01658_,5.28µm
_03019_,5.28µm
_03354_,5.28µm
_03827_,5.28µm
net1215,5.28µm
_00151_,5.265µm
_00241_,5.265µm
_00459_,5.265µm
_00896_,5.265µm
_01284_,5.265µm
_01490_,5.265µm
_01518_,5.265µm
_04885_,5.265µm
_01910_,5.26µm
_02138_,5.26µm
_02673_,5.26µm
_03024_,5.26µm
_03044_,5.26µm
_03077_,5.26µm
_03820_,5.26µm
_04397_,5.26µm
_04435_,5.26µm
_04462_,5.26µm
_04504_,5.26µm
_04518_,5.26µm
reg_out\[1\],5.26µm
net40,5.26µm
net127,5.26µm
net1153,5.26µm
net1197,5.26µm
net1274,5.26µm
net1651,5.26µm
_00267_,5.24µm
_02026_,5.22µm
_02562_,5.22µm
_02668_,5.22µm
_03063_,5.22µm
_03395_,5.22µm
_03442_,5.22µm
_03610_,5.22µm
_03866_,5.22µm
_03874_,5.22µm
_03894_,5.22µm
_04019_,5.22µm
_04091_,5.22µm
_04674_,5.22µm
instr_rdcycleh,5.22µm
net1480,5.22µm
net1626,5.22µm
net1763,5.22µm
_00811_,5.215µm
_01435_,5.215µm
_01529_,5.215µm
mem_la_read,5.19µm
mem_la_write,5.19µm
mem_rdata[18],5.19µm
_00437_,5.185µm
_01136_,5.185µm
_01224_,5.185µm
_00890_,5.18µm
_00292_,5.165µm
_01533_,5.165µm
_01013_,5.16µm
_02699_,5.16µm
_03306_,5.16µm
_04128_,5.16µm
net1157,5.16µm
net1167,5.16µm
net1174,5.16µm
net1190,5.16µm
net1204,5.16µm
net2119,5.16µm
net2190,5.16µm
net2216,5.16µm
_01587_,5.14µm
_01681_,5.14µm
_02064_,5.14µm
_02852_,5.14µm
_03202_,5.14µm
_03665_,5.14µm
_03769_,5.14µm
_03811_,5.14µm
_03944_,5.14µm
net1419,5.14µm
net1803,5.14µm
_00156_,5.135µm
_00676_,5.135µm
_00904_,5.135µm
_01199_,5.135µm
_01414_,5.135µm
_02837_,5.13µm
_02922_,5.12µm
_03001_,5.12µm
_03161_,5.12µm
_03205_,5.12µm
_03217_,5.12µm
_03235_,5.12µm
_03835_,5.12µm
_04404_,5.12µm
_04566_,5.12µm
_04579_,5.12µm
net1270,5.12µm
net1326,5.12µm
net1356,5.12µm
net1448,5.12µm
net1483,5.12µm
net1516,5.12µm
net1544,5.12µm
net1633,5.12µm
net1634,5.12µm
net1657,5.12µm
net1698,5.12µm
net1751,5.12µm
net1805,5.12µm
net1831,5.12µm
net1856,5.12µm
net1866,5.12µm
net1981,5.12µm
net2096,5.12µm
net2330,5.12µm
net2346,5.12µm
_02500_,5.1µm
_03685_,5.1µm
net2231,5.1µm
_00710_,5.095µm
_00908_,5.095µm
_00983_,5.095µm
_04483_,5.095µm
_00113_,5.085µm
_00239_,5.085µm
_00377_,5.085µm
_00665_,5.085µm
_00763_,5.085µm
_00915_,5.085µm
_01000_,5.085µm
_01140_,5.085µm
_01229_,5.085µm
_01230_,5.085µm
_01452_,5.085µm
net1022,5.07µm
net1035,5.07µm
net1007,5.07µm
